用户昵称,分类,评价日期,评论
f***9,黑色,07.19,东西不错，大品牌值得信赖；就是不知道网售版和门店版有没有差距；                07.19
t***4,黑色,07.07,非常大风，静音，价格便宜        07.07解释：感谢您对美的环境电器官方旗舰店的认可和支持，我们将会秉承“顾客第一，服务第一”的宗旨，全心全意为您服务，再次感谢您的光临！祝亲购物愉快、事事顺心，工作顺利！~~
c***g,黑色,07.21,大品牌值得信赖，办公室买的就是美的的，用着不错，自己又买了一台    07.21
y***u,黑色,07.26,配送速度快，质量很好!    07.26
肖***3,黑色,06.30,美的风扇质量很好，还有睡眠风，一点声音都没有，快递速度快，小笙服务很好！价格很划算。            06.30
伟***3,黑色,07.16,一直都是用这个牌子的的，大品牌值得信赖，风速大，很多种类，可选，价格也很实惠哦，卖家服务态度也很好，以后有需要还会再来买的，祝卖家生意兴隆！            07.16
小***6,黑色,07.23,非常好，第二次购买了，值得拥有    07.23
武***西,黑色,07.20,电风扇很好，躁音也不大，实用好看，高大上👍👍👍    07.20
l***1,黑色,07.21,宝贝很好用，美的是我一直信赖的牌子，👍👍值得购买    07.21
小***9,黑色,07.23,收到后用组装用了，噪音低，风大，而且还带遥控，另外颜色也很大气，最主要是比商场便宜很多，非常满意的产品次购物    07.23
h***7,黑色,07.28,风扇选美的，品质杠杠的，    07.28
你***玩,黑色,07.15,好用，值得购买    07.15
桐***姐,黑色,07.15,不错哦，值得购买    07.15
青***贝,黑色,07.27,抱歉，来晚了评价，很满意    07.27
斌***5,黑色,07.26,还可以吧    07.26
刘***燕,黑色,07.29,美的电风扇值得买，风大，静音，功能多，物流又快，    07.29
t***6,黑色,07.28,小新客服也很贴心的呢    07.28
l***6,黑色,07.27,很安静，风力也够猛，很好    07.27
a***a,黑色,07.19,风扇很好，现在徒手都能安装了，希望后续能够开发能自定义摇头转角的风扇就好了，现在风扇摇头转角都好大    07.19
孟***孟,黑色,07.22,大品牌值得信赖，遥控的用起来很方便，多档可调节舒服    07.22
哈***p,黑色,07.24,  初次评价: 07.24此用户没有填写评论!      收货8天后追加： 电风扇挺好的，外观好看，风蛮大的    
c***7,黑色,07.23,风扇很棒，我用的都是美的风扇，声音不大，风柔和！        07.23
j***9,黑色,07.27,It  is  so  good    07.27
z***4,黑色,07.23,宝贝很不错，特意用了一段时间再来评价的，物美价廉，值得购买哦！    07.23
z***1,黑色,07.21,  初次评价: 07.21草莓“小妹妹客服很不错， 机器非常不错 亲亲  请务必加上草莓服务好呢      收货当天追加： 电扇风大，声音小，外观也好看，值得够买    
啊***啊,黑色,07.18,很满意！        07.18
绿***0,黑色,07.23,美的电风扇收到，发货速度很快，质量很不错，静音效果好，一切都比较满意，五颗星好评👍    07.23
f***y,黑色,07.25,二次购买了，很满意！    07.25解释：十分的感谢亲能在百忙中抽空给我们评价，美的环境电器官方旗舰店会秉着“顾客第一，服务第一”的宗旨，全心全意为您服务，如果在使用中或者是对产品有任何疑问，请及时与我们联系，我们一定为您提供最优质的解决方案，确保您售后无忧，欢迎您下次光临~~
t***6,黑色,07.18,风扇非常静音，外观精美，安装也挺方便的。买风扇就买美的    07.18
c***1,黑色,07.12,不错，宝贝质量颜值都不错，性价比强，可以，没有什么噪音        07.12
多***2,黑色,07.26,是买给我老爸用的，他说可以，他还满意    07.26
冯***沟,黑色,07.22,追加电风扇以收到了非常好用，我很满意下次还会在买的。    07.22
【***】,黑色,07.20,宝贝收到了，功能挺全面，静音效果也很好！    07.20
o***e,黑色,07.23,到货很快，包装完整零件齐全，装上之后就试了，平常模式声音大小一般还可以接受，静音模式声音小很多，风也小很多，总体来说还是比较满意的一次购物，就是不知道耐久咋样，过段时间有功夫看看再评吧    07.23
妍***3,黑色,06.21,  初次评价: 06.21此用户没有填写评论!      收货48天后追加： 用了一短时间 真的静音 风也大  好用 省心还能定时    
草***9,黑色,07.29,挺好用的，风量很大，好评    07.29
t***7,黑色,07.21,美的大品牌，风力足噪音小，质量确实很好    07.21
h***9,黑色,07.25,已经买了好几个了，质量好，价格优惠，全5分好评    07.25解释：十分的感谢亲能在百忙中抽空给我们评价，美的环境电器官方旗舰店会秉着“顾客第一，服务第一”的宗旨，全心全意为您服务，如果在使用中或者是对产品有任何疑问，请及时与我们联系，我们一定为您提供最优质的解决方案，确保您售后无忧，欢迎您下次光临~~
t***2,黑色,07.25,宝贝收到了，还不错    07.25解释：亲，您是个非常好的顾客，感谢您喜欢我们的产品，希望它能给您的生活带来欢乐！亲在使用中有任何疑问，随时联系我们，相信我们会做的更好，用心打造品牌~！
妞***3,黑色,07.27,很好，已经买两个了。    07.27
q***0,黑色,07.21,非常不错，比我在超市买的便宜，质量也非常好。    07.21
捂***朵,黑色,07.29,物流给力，吹着凉快    07.29
眼***8,黑色,07.26,发货很快，风扇风力很大，很满意五星    07.26
那***3,黑色,07.25,价廉物美，家里电扇都是美的    07.25
t***4,黑色,07.29,美的品牌一流的，物流快，易安装    07.29
t***6,黑色,07.03,感觉不错，这是买的第二个了落地扇了，美的品牌值得信赖        07.03解释：非常感谢亲的支持哦，您的满意是我们最大的动力~我们一定会做得更好的~~使用好的话还请亲介绍亲朋好友到小店来购买哈！么么哒哈~如产品在使用中有什么问题可以随时咨询客服哦，“放心选择，用美的，生活更美的”！
t***6,黑色,07.25,小贤客服也很贴心哦    07.25解释：十分的感谢亲能在百忙中抽空给我们评价，美的环境电器官方旗舰店会秉着“顾客第一，服务第一”的宗旨，全心全意为您服务，如果在使用中或者是对产品有任何疑问，请及时与我们联系，我们一定为您提供最优质的解决方案，确保您售后无忧，欢迎您下次光临~~
谈***f,黑色,07.22,电风扇收到，用了几天才来评价，确实不错，风力很大，还有遥控器，晚上睡觉还可以调静音，这样不影响睡觉。这个价格很优惠，实体店不值这个价。    07.22
邓***8,黑色,07.25,风量很大，值得推荐!    07.25解释：首先谢谢亲的光顾，如果在使用的过程有需要我们帮助的地方，请第一时间联系咱们的在线客服，竭诚为您服务，我们的追求就是做的更好，更好的为每个顾客服务。您的满意就是我们最大的快乐！
s***m,黑色,07.23,风扇不错美观大方喜欢    07.23
牵***3,黑色,07.29,谢谢快递小哥，非常感谢。    07.29
小***莲,黑色,07.21,宝贝收到，质量非常好，很满意的一次购物！还会推荐给朋友购买的    07.21
蔡***5,黑色,07.26,质量很好。    07.26
中***菜,黑色,07.26,质量很好。    07.26
t***7,黑色,07.27,好很好    07.27
卡***易,黑色,07.24,henhao    07.24
d***1,黑色,07.09,很好，声音很静，安装方便，风速大，在客庭用很适合，快递也快，很满意。                    07.09解释：大方是我的外在体现，内涵是我对自己的要求，物流是为您精心的选择，服务是我们一直强调的宗旨，感谢亲对美的环境电器官方旗舰店的支持。
z***7,黑色,07.20,质量不错，价格也实惠。    07.20
t***1,黑色,07.23,之前就买过一把，现在有活动比我当初买便宜不少。遥控操作方便，风很大很凉爽，也不会很吵，不错。一个女生组装简单也没问题。    07.23
上***4,黑色,07.17,宝贝很不错，风挺大的，功能强大很实用，特意用了些天才来评价，真的值得购买。            07.17
t***4,黑色,07.13,风扇收到好多天了，才想到好评，这次买的风扇真不错，风力好又实惠                07.13
l***0,黑色,07.29,2次回购，满意。    07.29
l***2,黑色,07.26,物廉价美。    07.26
t***0,黑色,07.20,宝贝收到很久，忙才来评价，美的牌子真心不错。    07.20
p***子,黑色,07.17,  初次评价: 07.17此用户没有填写评论!      收货20天后追加： 电风扇已到了好多天了，这个价位确实很值，还有遥控功能，很方便。掌柜也很厚道。下次还会光顾的    
筱***y,黑色,07.26,很好，去年今年一共买了六七次了    07.26
哇***啊,黑色,07.21,不错 质量好  风大 外观漂亮    07.21
m***3,黑色,07.22,  初次评价: 07.22非常满意，很静音，使用方便，凉快！质量很好！      收货8天后追加： 使用一段时间了，非常好！    
t***4,黑色,07.09,宝贝收到了，草莓小姐姐客服态度很好，是正品，颜色也好看，很容易组装，满意        07.09解释：谢谢亲给予我们美的这么高的肯定，美的环境电器官方旗舰店一定不负所望，做好亲最忠实的守护者！
司***玲,黑色,07.19,物美价廉，比超市里便宜多了，款式也很好    07.19
雷***8,黑色,07.18,非常的好，买的第二次了，风很大，价格超值，非常棒👍👍👍    07.18
h***7,黑色,07.09,不错不错  再买10台就能组成龙卷风！召唤神龙！☺️            07.09解释：首先谢谢您的支持与肯定，如果在使用的过程中有需要我们帮助的地方，随时联系我们的在线客服。您的满意就是对我们的强大鼓舞，我们会做的更好，欢迎您再来！
蓝***3,黑色,07.18,很好，比旗舰店便宜，选项也很多，风可以选大小    07.18
t***1,黑色,07.23,电风扇可以，比实体店便宜很多，质量不错，静音，风柔。    07.23
如***3,黑色,07.20,东西收到了，质量很好，以经买了俩个了，下次需要再来    07.20
h***2,黑色,07.26,挺好的，老牌风范。    07.26
v***p,黑色,07.25,东西很好，特别是客服，特别好    07.25
沉***8,黑色,07.21,货已收到，物流很给力，包装无损坏，安装方便，噪音小，风量大，予好评。    07.21
阳***2,黑色,07.18,不好意思，评价晚了，今天才开箱安装，挺好的，赞一个，声音很小风力很大哦    07.18
事***5,黑色,07.21,宝贝非常好，而且不贵，最满意的一次网购    07.21
s***5,黑色,07.24,偶尔有共振动静    07.24
y***g,黑色,07.29,风挺大   客服态度也好    07.29
b***宇,黑色,07.13,大牌子就是不一样，超级好用自带遥控使用很方便            07.13
j***7,黑色,07.28,安上了，很给力，满意    07.28
w***0,黑色,07.18,  初次评价: 07.18此用户没有填写评论!      收货9天后追加： 美的电风扇不错，比我想象中好，我家电器都是美的放心购买，超级好，好评    
t***5,黑色,07.18,非常棒，用起来方便静音，睡觉也没噪音，喜欢的可以入手了。    07.18
徐***8,黑色,07.25,  初次评价: 07.25此用户没有填写评论!      收货16天后追加： 收货晚了，评价晚了。好评！    
l***3,黑色,06.23,  初次评价: 06.23此用户没有填写评论!      收货40天后追加： 用了一段时间才来评价，确实不错，喜欢他的静音功能和定时功能。    
y***j,黑色,07.18,用了一段时间才评价，东东特别好，风力特大，一直用的一档，遥控很方便    07.18
t***0,黑色,07.24,满意，静音并且风力十足    07.24
好***粥,黑色,07.18,很好用，家里都买了第三台了，风也大，主要是带宝宝用比较好。    07.18
余***5,黑色,07.29,质量不错！    07.29
傻***爱,黑色,07.20,风扇组装也比较简单，自动的，方便了很多，风力也很强，质量也是杠杠滴，小新客服也很贴心的呢    07.20
我***4,黑色,07.21,非常满意的一次网购 ，真的是静音，看上去还很大气，下次一定会再来的，也给快递小哥点个赞    07.21
白***4,黑色,07.29,好评，静音，风柔，满意。    07.29
t***2,黑色,07.21,收到了就马上装好风力很大，黑色的很好看，快递也很快三天就收到了。    07.21
小***2,黑色,07.18,品牌的东西我是不一样，非常满意好评    07.18
大***0,黑色,07.24,质量很好，很满意！    07.24
罗***。,黑色,07.24,  初次评价: 07.24满意，风大      收货7天后追加： 已经用了一段时间了   用着挺好的   感觉买值了！    
1***l,黑色,07.25,挺好的，还有静音效果    07.25
风***0,黑色,07.25,美的，值得信赖，店家5星好评！    07.25
杨***4,黑色,07.22,宝贝收到，用了一段时间才来评价，真的很不错，风大声音小    07.22
红***7,黑色,07.08,风扇很不错，风量最大档有那么大，但噪音也大起来了。这个价格还是值得购买的。            07.08解释：亲爱哒，风扇运行时电机处在高速运转的状态下，档位越高，风速就越大哈，风声风扇行业都无法避免哈，建议睡眠时可以选择静音模式，静音档比正常风的最低档的噪音还低，比其他同品牌同档位的噪音低哈，我们仍会继续加油，力求在静音方面做得更完美，同时也期待您的下次光临~~
t***1,黑色,07.07,风大风大开心购物!安装简单快捷!        07.07解释：非常感谢亲对美的认可和支持，我们将会更加努力为大家提供更高、更优质的服务和产品。我们的服务宗旨是买的放心、用的舒心、售后宽心！美的环境电器官方旗舰店一直以信誉第一，顾客至上的经营理念，再次感谢您的光临！祝亲购物愉快、事事顺心，工作顺利！~~
无***2,黑色,07.20,感觉可以吧        07.20
h***n,黑色,07.15,风扇不错，风力可以，静音效果也好，安装方便，小楠客服也很贴心呢，有需要还会回购                07.15
d***0,黑色,07.24,买了三把了 都是同一个款式 非常静音 风力也不错 小南客服也挺贴心呢    07.24
有***卖,黑色,07.19,风扇很好用，功能多，可选择性强，一下买了两台，非常不错！    07.19
阿***4,黑色,07.20,宝贝很满意遥控也很喜欢风吹起来也挺好的    07.20
周***2,黑色,07.23,  初次评价: 07.23此用户没有填写评论!      收货8天后追加： 宝贝很好用，老婆特别喜欢    
t***8,黑色,07.19,购买的电风扇收到了，安装挺快的一会就好了，质量也不错！    07.19
陈***7,黑色,07.26,使用后再追评！    07.26
a***e,黑色,07.17,  初次评价: 07.17此用户没有填写评论!      收货22天后追加： 很好，很满意的一次购物    
k***4,黑色,07.20,  初次评价: 07.20此用户没有填写评论!      收货17天后追加： 第二台了，很安静。        
树***虫,黑色,07.22,风扇质量挺不错的，比我以前买的别的牌子好多了，    07.22
x***1,黑色,07.29,第二次买了，非常满意    07.29
胖***j,黑色,07.12,质量挺好风也挺大的！值得大家购买！比实体店便宜又好看        07.12
t***0,黑色,07.24,很好，挺好的推荐买，    07.24
燕***8,黑色,07.24,很满意，第二次购买    07.24
安***轩,黑色,07.15,挺好的，风力挺大的，外观也很好，很值得入手，安装也不麻烦，小飞妹子也非常不错的，有问必答的                07.15
t***2,黑色,07.22,风大，声音还可以，漂亮，符合我的要求，好评！    07.22
s***1,黑色,07.27,嗯，满意。相当的那种  满意。    07.27
我***3,黑色,07.19,物流超快，昨天下单今天上午就到了，今天装好了试了一下，风很大，很满意。好评！    07.19
该***g,黑色,07.22,物美价廉！声音小，风量大，极力推荐大家购买噶。    07.22
鼻***6,黑色,07.18,宝贝不错，样子大气，颜色好看，质量也不错，客服人员不错，各种风速适合不同的年龄，    07.18
q***8,黑色,07.22,风扇质量不错，风大，静音，遥控，很实用。好评！    07.22
爱***u,黑色,07.03,货已收到(｡>ㅿ<｡)很好风力足物流很快        07.03解释：大方是我的外在体现，内涵是我对自己的要求，物流是为您精心的选择，服务是我们一直强调的宗旨，感谢亲对美的环境电器官方旗舰店的支持。
然***6,黑色,07.19,宝贝收到了，装好马上就用，质量非常好    07.19
于***淘,黑色,07.27,很好，推荐购买。    07.27
t***4,黑色,07.20,这款美的风扇非常实用，还带遥控，功能也很多，风速够大    07.20
t***0,黑色,07.23,整体不错，第一次买美的产品，没让我失望。    07.23
b***0,黑色,07.14,  初次评价: 07.14此用户没有填写评论!      收货15天后追加： 马达静音，风柔和，6.18买很划算        
西***0,黑色,07.28,质量不错，挺好的，为商家赞一个。    07.28
v***4,黑色,07.25,电风扇吹外观比较大气，风力还是很足的。    07.25
人***2,黑色,07.19,美的的产品质量不错，长期以来一直在用美的的产品，这次购买的风扇，安装简单，说明详细，质量好    07.19
我***z,黑色,07.19,宝贝挺不错的，家里好几样电器都是美的    07.19
t***8,黑色,07.29,目前用着还不错，好评    07.29
芳***8,黑色,07.15,很满意，产品与描述相符，性能好，噪音低，质量好，价格比实体店便宜很多，组装便捷，快递无破损，需要的快来选购吧        07.15
汤***6,黑色,07.17,超级满意，风力很强劲。遥控的很方便。会介绍给朋友买的。        07.17
p***5,黑色,07.22,  初次评价: 07.22东西暂时还是比较满意      收货2天后追加： 大牌子东西就是好，美的就是不错，用了好几天了来追评棒棒哒    
大***财,黑色,07.28,美的，我的致爱，一级棒。    07.28
o***o,黑色,07.24,风力强 ，客服也很好回应及时，好评！    07.24
t***3,黑色,07.25,很好。名不虚传。！！    07.25
a***4,黑色,07.28,质量好，风也大。    07.28
珉***1,黑色,07.22,很好用，可以遥控器控制方便很多，如果里面能送电池就更好了。    07.22
珉***1,黑色,07.22,很好用，可以遥控器控制方便很多，如果里面能送电池就更好了。    07.22
芒***6,黑色,07.19,东西很好，感觉还算划得来，用起来很舒服    07.19
飞***梦,黑色,07.23,很好用，风很大，值得拥有！    07.23
爱***2,黑色,07.19,美的是个大品牌，家里的很多东西都是美的这个牌子，因为放心，所以选择美的，图片没有办法啦，是给我婆婆买的，电风扇外观非常漂亮，要买的可以下手啦！    07.19
l***8,黑色,07.20,宝贝很好值得购买。以后会继续光顾的    07.20
w***9,黑色,07.19,很开心的网上购物，大气、静音、超值！    07.19
逸***饰,黑色,07.20,商品：还可以 风很大 质量不错服务：标特否    07.20
梁***7,黑色,07.13,效果蛮不错的    比实体店便宜多了  而且还是正品喲        07.13
t***g,黑色,07.26,很不错，我在这买了三个了    07.26
不***来,黑色,07.19,电风扇很不错  安装方便 风速也好 关键声音小    07.19
t***8,黑色,07.25,总的质量还不错，遥控也很方便，立柱的螺丝容易松。    07.25
筱***怪,黑色,07.02,风扇已经自己装好了。质量还不错，声音较小，方便好用，值得大家购买。    07.02解释：谢谢亲给予我们美的这么高的肯定，美的环境电器官方旗舰店一定不负所望，做好亲最忠实的守护者！
打***族,黑色,07.16,风扇已使用几天了，比较满意，风量比较大，家人很喜欢，有需要会再来购买。                07.16
常***一,黑色,07.18,质量特别好，已经第二次下单购买了，值得推荐    07.18
纯***播,黑色,07.28,宝贝很好，发货及时。    07.28
j***y,黑色,07.15,电风扇质量好不愧是牌子的，底盘重安全，组装也简单，价钱可怜的，风力大，声音小。好评！        07.15
李***旯,黑色,07.18,  初次评价: 07.18此用户没有填写评论!      收货16天后追加： 还不错   选大牌还是对的    
8***结,黑色,07.20,给公公房里买的，他很满意，风吹的很舒服，    07.20
s***o,黑色,06.22,  初次评价: 06.22此用户没有填写评论!      收货52天后追加： 很好，较实用。    
7***p,黑色,07.23,  初次评价: 07.23此用户没有填写评论!      收货15天后追加： 非常好用，实惠    
5***熊,黑色,07.28,试了一下，很好！    07.28
a***备,黑色,07.26,风扇不错，值得购买    07.26
y***8,黑色,07.25,质量好，还比较静音    07.25
t***7,黑色,07.29,非常满意，也很喜欢    07.29
志***h,黑色,07.19,东西很不错，风力大，吹着很舒服    07.19
智***河,黑色,07.17,"  初次评价: 07.17此用户没有填写评论!      收货20天后追加： 外观高大上,物美价廉，还配了遥控器    "
q***1,黑色,07.24,东西很正经，静音效果也不错，客服把物流的问题也处理跟进了，感谢你们！    07.24
o***o,黑色,07.24,风力强，客服也好回应及时，好评！    07.24
巧***1,黑色,07.28,很好，家里有三台啦    07.28
c***z,黑色,07.24,品牌电器，值得信赖    07.24
云***5,黑色,07.21,质量很好可以买哦，放到客厅的    07.21
c***5,黑色,07.26,好评，第二次买了    07.26
雨***0,黑色,07.09,买回来装上用了，还真的不错👍，走了遥控很方便，档位、风速自由调，睡前预约时间，很方便，质量也不错    07.09解释：十分的感谢亲能在百忙中抽空给我们评价，美的环境电器官方旗舰店会秉着“顾客第一，服务第一”的宗旨，全心全意为您服务，如果在使用中或者是对产品有任何疑问，请及时与我们联系，我们一定为您提供最优质的解决方案，确保您售后无忧，欢迎您下次光临~~
一***韵,黑色,07.19,宝贝很好，风力大声音小，价格实惠，良心店家。    07.19
姜***i,黑色,07.19,性价比高，使用了一星期，很满意，遥控很方便，中国制造我为你点赞！    07.19
t***1,黑色,07.23,宝贝不错，爸妈很喜欢。    07.23
g***w,黑色,07.24,用了一段时间了，不错，值得购买    07.24
x***4,黑色,07.19,第二次回购了，用着不错，风速很大，质量很好。小笙客服很不错， 机器非常不错    07.19
t***g,黑色,07.29,买了三个了，很不错的产品    07.29
j***g,黑色,07.12,电扇收到了，物流很快。安装很简单，很快就搞好了。风扇质量很好，还带有遥控和定时功能，使用很方便。风力大，噪音低。            07.12
嘿***y,黑色,07.22,朋友来家做客  也让我从这家店买同款 比实体店买同款便宜    07.22
腾***一,黑色,07.25,挺好的，需要的话再买。    07.25
y***x,黑色,07.20,东西不错  风力挺大  是我想要的    07.20
w***1,黑色,07.19,风力挺大的，有遥控的就是方便，大牌子值得信赖    07.19
林***8,黑色,07.29,不错，静音很喜欢    07.29
t***7,黑色,07.22,还可以，没有噪音，用起很好，适合懒人，带遥控功能    07.22
苏***版,黑色,07.22,刚刚收到，试了一下，完美。第三次购买了，买的放心，用的开心    07.22
马***悄,黑色,07.25,很好，非常好。    07.25
苍***杨,黑色,07.27,很好！很漂亮！    07.27
一***4,黑色,07.14,  初次评价: 07.14第一次在网上买电器，真心觉得不错，跟实体店一模一样，全国联保，而且物美价廉。          收货当天追加： 小南客服也很贴心的哦！😘😘😘        
捌***源,黑色,07.13,风很大，吹着舒服，质量又好，带遥控方便开关，小飞客服妹妹很贴心，好评，单今年买美的风扇就有2台，近几年前前后后算起来买美的品牌风扇都5台了，做的越来越好            07.13
润***声,黑色,07.20,还是老牌子的好，以前那个美的牌风扇用了十多年才坏，所以又选购了该牌子的风扇，质量还是那样好，设计上还改进了好多，特别好用，风力也大，但愿依然耐用。    07.20
周***贝,黑色,07.22,我们家风扇个4个全是美的，有两个以是十年了，下次空调也买美的，老牌就是好，加五分    07.22
刘***禹,黑色,07.19,质量非常好风力强很静音    07.19
w***芳,黑色,07.20,收到货，美的质量很好，真的很实用    07.20
唐***6,黑色,06.30,风力非常大。声音小 正品                    06.30
t***5,黑色,07.22,很好，高大上，静音！夏天必备品，很棒！    07.22
l***琴,黑色,07.27,很好，遥控的又方便    07.27
与***6,黑色,07.25,刚试了一下，很不错    07.25解释：十分的感谢亲能在百忙中抽空给我们评价，美的环境电器官方旗舰店会秉着“顾客第一，服务第一”的宗旨，全心全意为您服务，如果在使用中或者是对产品有任何疑问，请及时与我们联系，我们一定为您提供最优质的解决方案，确保您售后无忧，欢迎您下次光临~~
洪***8,黑色,07.27,这个看起来还蛮好。风也有那么大。                    07.27
莜***莎,黑色,07.22,非常高大上的风扇，安装简单风力很大，噪音小，完美！    07.22
a***3,黑色,07.21,用了十几天才来评价。 安装方便，有遥控方便使用，有静音模式。 买就对了。    07.21
默***言,黑色,07.25,物美价廉，第二台    07.25
t***2,黑色,07.28,质量非常好，值得购买    07.28
苏***员,黑色,07.03,"满足要求。一切所想。好。快递非常给力            07.03解释：超级好的买家,感谢淘宝让我们有认识的机会;我们会信守承诺,先做人,后做事.交易虽然结束,服务才刚开始! 我们会用100%的诚心+100%的服务换取您200%的满意. 愿意用我认真的态度以及工作经验与大家分享!  祝您使用愉快哦！"
陶***包,黑色,07.23,产品发货比较迅速，包装严实完好，组装简单，底座设计有缺陷，容易摇晃，不稳。睡眠风比较鸡肋，风力过大，没有静音模式安静，总体还行。                07.23
t***0,黑色,07.20,确实不错，风大音小还有遥控，简单方便快捷！    07.20
w***5,黑色,07.18,用了一段时间了，东西很好。下次还会再来！    07.18
柔***语,黑色,06.15,  初次评价: 06.15此用户没有填写评论!      收货50天后追加： 很好；很好！吹风距离很远；效果很好；    
l***o,黑色,07.20,很好的一款，风大声音也不大，可以放心购买    07.20
t***6,黑色,07.12,风扇已收到，颜色很好通电声音也很小，不错的好产品好好好好！！！！        07.12
r***儿,黑色,07.18,  初次评价: 07.18此用户没有填写评论!      收货22天后追加： 用了一段时间了，很好    
海***3,黑色,07.26,用了一段时间了，不错    07.26
爱***蕉,黑色,07.20,很好，风柔和，噪音小，外形好看    07.20
美***0,黑色,07.22,很好，很划算，性价比超高    07.22
奇***0,黑色,07.20,打牌东西，买了两个一如既往的好    07.20
容***年,黑色,07.08,不错不错，一直信信任的品牌。        07.08
s***2,黑色,07.18,这次买对了质量真的很好👍    07.18
无***心,黑色,07.19,宝贝非常的好用，风很柔和，非常满意！    07.19
y***6,黑色,07.18,已经买了二台了，质量还是不错的，值得推荐！    07.18
岚***8,黑色,07.18,最近忙都没时间评价和拍照片，风扇很好，快递也很速度，组装很简单，风大，遥控灵活方便！    07.18
x***6,黑色,07.21,第一次在晚上购买美的风扇，不错哦，风力很强！    07.21
s***i,黑色,07.19,回来装好，挺好用的    07.19
s***i,黑色,07.19,回来装好，挺好用的    07.19
s***i,黑色,07.19,回来装好，挺好用的    07.19
s***i,黑色,07.19,回来装好，挺好用的    07.19
博***5,黑色,07.13,宝贝非常好、风温和、声音小、遥控方便、值得购买、                07.13
芳***孙,黑色,07.26,很好，回购产品    07.26
冬***开,黑色,07.24,很好，还会光顾    07.24
柳***3,黑色,07.27,风力很大，很不错    07.27
阿***3,黑色,07.25,很喜欢，非常好    07.25
l***0,黑色,07.25,风扇不错，满意    07.25解释：首先谢谢亲的光顾，如果在使用的过程有需要我们帮助的地方，请第一时间联系咱们的在线客服，竭诚为您服务，我们的追求就是做的更好，更好的为每个顾客服务。您的满意就是我们最大的快乐！
j***7,黑色,07.19,不错发货也快，价格也实惠    07.19
玖***2,黑色,07.18,非常好，这是第二次买了。如果有需要在来。    07.18
f***0,黑色,07.21,买了三次的风扇。好用又实惠    07.21
弯***0,黑色,07.22,很满意，质量好        07.22
y***3,黑色,07.22,网购，只有这回最满意。质量差不多，比实体店便宜多了    07.22
从***3,黑色,07.27,风扇真的不错，这是买的第二个了！    07.27
t***4,黑色,07.03,挺好的下次购买        07.03
咪***4,黑色,07.21,宝贝收到了很满意，跟店家描述的一样，用着很好，很满意的一次购物。    07.21
张***8,黑色,07.17,很好，静音效果不错，遥控使用很方便！家里的第三台美的电扇了。缺点吗：就是缺两块遥控器电池～大热天，害得我出去买的😅        07.17
c***8,黑色,07.19,非常好，静音效果也满意。价廉物美    07.19
丨***言,黑色,07.23,产品非常不错，简单易装，风力十足，很不错的选择。    07.23
t***9,黑色,07.24,质量不错，非常满意    07.24
老***0,黑色,07.26,"质量不错,值得购买.    07.26"
z***2,黑色,07.29,质量挺好的，值得购买    07.29
l***i,黑色,07.12,美的的牌子一直很信任，家里的电扇全是美的，价廉物美的，一百多块能买到这么好的电扇真的非常值得。档数很多，还有遥控器，真的非常好，家里用用足够了，颜值也蛮高的，黑色，高端大气上档次。笨蛋老弟装了很久才装好，哈哈    07.12
l***o,黑色,07.20,静音模式效果很好！    07.20
苍***天,黑色,07.18,好用，比市场上便宜    07.18
l***1,黑色,07.25,没的说！很好   风很大！就是遥控器没送电池    07.25解释：亲爱哒~因我们产品都是原厂出库，都是标配没有配送电池的哈，一般电池可以到超市上可以买到很方便的哈~~如有疑问可以联系我们哈~祝生活愉快~
雨***晨,黑色,07.13,宝贝收到了，没一会就安装好了，用上去确实静音，特别得好        07.13
w***8,黑色,07.23,性价比高，美的风扇质量好，运行稳定，遥控很方便，是家里人想要的。    07.23
t***5,黑色,07.14,风扇性价比高，风力也大，遥控操作方便，物流快递包装得也挺好，给个好评。                    07.14
t***7,黑色,07.06,宝贝很好，同事帮我装的，很快就装好了。看着很高大尚。😘    07.06
e***1,黑色,07.19,  初次评价: 07.19此用户没有填写评论!      收货19天后追加： 好用，用静音功能声音很小的。风量也不错。值得买。    
c***8,黑色,07.28,买了三台，一层一个，省得搬来搬去。。挺满意，还给老公训练儿子动手能力提供素材。    07.28
娟***9,黑色,07.23,正品看着很高档，用过才来评价。值得购买    07.23
红***8,黑色,07.18,风力很大，风扇也美观    07.18
紫***9,黑色,07.22,大品牌，质量好，物美价廉，值得拥有。    07.22
绾***我,黑色,07.20,风扇还不错，静音，风自然    07.20
m***1,黑色,07.21,"买回去给老爸老妈的,先点赞吧    07.21"
周***7,黑色,07.23,好用，风劲真大，喜欢遥控在手的感觉，要是有夜光按键就好了😂️😂️    07.23
约***1,黑色,07.19,还行，喜欢美的这个牌子    07.19
大***8,黑色,07.18,风大质量很好简单大方    07.18
李***6,黑色,07.28,东西好，物流快，卖家热情！ 最主要的是东西好用，家人喜欢！    07.28
d***4,黑色,07.12,第一台买了用了两年多，确实挺好用，电机分量很足，没有偷工减料，有遥控很方便，基本上都是用静音模式多一点。                07.12
x***5,黑色,07.18,去年买了这款电扇，非常好用，所以今年又买了一台，一如既往的好。    07.18
笑***8,黑色,07.17,  初次评价: 07.17此用户没有填写评论!      收货16天后追加： 非常好用，遥控器信号也不错，静音功能也不错    
王***灵,黑色,07.18,不错哦这款产品，建议购买    07.18
唯***仁,黑色,07.18,评价的晚了几天，以前用的也是这个风扇，现在出门用的还是这个非常好    07.18
